Note: Starting dynamic gmin stepping
Note: Dynamic gmin stepping completed

Note: No compatibility mode selected!


Circuit: alu reference characterization

Doing analysis at TEMP = 25.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
xalu.xoverraw.n0                           1.8
xalu.xoverraw.x0.n                           0
xalu.xoverraw.n1                           1.8
xalu.xoverraw.x1.n                           0
xalu.xoverraw.n2                           1.8
xalu.xoverraw.x2.n                           0
xalu.ov                            3.98205e-09
xalu.xoverraw.x3.n                 1.99102e-09
xalu.xoverflow.n                           1.8
xalu.xoverflow.xn.n                    1.34796
overflow                           1.99102e-09
xalu.xzero1.xn.n                           1.8
xalu.xzero1.n                              1.8
xalu.z1                            1.99102e-09
xalu.xzero2.xn.n                           1.8
xalu.xzero2.n                              1.8
xalu.z2                            1.99102e-09
xalu.xzero3.xn.n                           1.8
xalu.xzero3.n                              1.8
xalu.z3                            1.99102e-09
xalu.xzero4.xn.n                           1.8
xalu.xzero4.n                              1.8
xalu.z4                            1.99102e-09
xalu.xzero5.xn.n                           1.8
xalu.xzero5.n                              1.8
xalu.z5                            1.99102e-09
xalu.xzero6.xn.n                           1.8
xalu.xzero6.n                              1.8
xalu.z6                            1.99102e-09
xalu.xzero7.xn.n                           1.8
xalu.xzero7.n                              1.8
xalu.z7                            1.99102e-09
zero                                       1.8
vop2#branch                                  0
vop1#branch                                  0
vop0#branch                                  0
vb7#branch                                   0
vb6#branch                                   0
vb5#branch                                   0
vb4#branch                                   0
vb3#branch                                   0
vb2#branch                                   0
vb1#branch                                   0
vb0#branch                                   0
va7#branch                                   0
va6#branch                                   0
va5#branch                                   0
va4#branch                                   0
va3#branch                                   0
va2#branch                                   0
va1#branch                                   0
va0#branch                                   0
vdd#branch                        -1.01934e-09

 Reference value :  3.64560e-09
 Reference value :  1.14533e-08
 Reference value :  2.02375e-08
 Reference value :  2.91878e-08
 Reference value :  3.72028e-08
 Reference value :  4.56418e-08
 Reference value :  5.25363e-08
 Reference value :  6.04900e-08
 Reference value :  6.93362e-08
 Reference value :  7.69190e-08
 Reference value :  8.46045e-08
 Reference value :  9.19818e-08
 Reference value :  9.54418e-08
 Reference value :  9.83818e-08
 Reference value :  1.01002e-07
 Reference value :  1.04362e-07
 Reference value :  1.07662e-07
 Reference value :  1.10292e-07
 Reference value :  1.13519e-07
 Reference value :  1.17059e-07
 Reference value :  1.20106e-07
 Reference value :  1.22636e-07
 Reference value :  1.26016e-07
 Reference value :  1.29536e-07
 Reference value :  1.30930e-07
 Reference value :  1.34630e-07
 Reference value :  1.41222e-07
 Reference value :  1.48562e-07
 Reference value :  1.53681e-07
 Reference value :  1.60685e-07
 Reference value :  1.67505e-07
 Reference value :  1.72059e-07
 Reference value :  1.79119e-07
 Reference value :  1.84570e-07
 Reference value :  1.90836e-07
 Reference value :  1.97956e-07
 Reference value :  2.02869e-07
 Reference value :  2.10257e-07
 Reference value :  2.19217e-07
 Reference value :  2.26378e-07
 Reference value :  2.33530e-07
 Reference value :  2.41709e-07
 Reference value :  2.50362e-07
 Reference value :  2.58682e-07
 Reference value :  2.63996e-07
 Reference value :  2.70784e-07
 Reference value :  2.79844e-07
 Reference value :  2.88324e-07
 Reference value :  2.95906e-07
 Reference value :  3.03603e-07
 Reference value :  3.11245e-07
 Reference value :  3.17245e-07
 Reference value :  3.21790e-07
 Reference value :  3.28730e-07
 Reference value :  3.33394e-07
 Reference value :  3.36374e-07
 Reference value :  3.42931e-07
 Reference value :  3.50480e-07
 Reference value :  3.58040e-07
 Reference value :  3.64716e-07
 Reference value :  3.71096e-07
 Reference value :  3.78076e-07
 Reference value :  3.85329e-07
 Reference value :  3.91713e-07
 Reference value :  3.99473e-07
 Reference value :  4.06695e-07
 Reference value :  4.13577e-07
 Reference value :  4.21217e-07
 Reference value :  4.29937e-07
 Reference value :  4.37230e-07
 Reference value :  4.44821e-07
 Reference value :  4.51988e-07
 Reference value :  4.60135e-07
 Reference value :  4.66042e-07
 Reference value :  4.73441e-07
 Reference value :  4.81120e-07
 Reference value :  4.90085e-07
 Reference value :  4.97726e-07
 Reference value :  5.05449e-07
 Reference value :  5.11848e-07
 Reference value :  5.18168e-07
 Reference value :  5.23082e-07
 Reference value :  5.30144e-07
 Reference value :  5.37042e-07
 Reference value :  5.43680e-07
 Reference value :  5.50199e-07
 Reference value :  5.54518e-07
 Reference value :  5.60349e-07
 Reference value :  5.67549e-07
 Reference value :  5.74245e-07
 Reference value :  5.81279e-07
 Reference value :  5.89219e-07
 Reference value :  5.95904e-07
 Reference value :  6.02328e-07
 Reference value :  6.10070e-07
 Reference value :  6.15716e-07
 Reference value :  6.20959e-07
 Reference value :  6.28939e-07
 Reference value :  6.34569e-07

No. of Data Rows : 32472
ngspice-47 done
